timestamp,site_id,air_temperature_c,relative_humidity_pct,leaf_wetness_0_1,light_lux,vibration_level,pest_trap_count,status,alert_triggered,alert_pest_action,alert_pest_outbreak,alert_disease_moderate,alert_disease_high,wx_rain_mm_hr
2022-01-01 00:00:00,site_maize,14.83,97.1,0.872,1.0,0.397,9.0,warning,1,1,0,0,0,0.5
2022-01-01 00:15:00,site_maize,14.59,99.3,0.915,4.0,0.062,0.0,normal,0,0,0,0,0,0.485
2022-01-01 00:30:00,site_maize,14.56,100.0,0.788,4.0,0.058,1.0,normal,0,0,0,0,0,0.47
2022-01-01 00:45:00,site_maize,13.26,97.8,0.813,2.0,0.15,4.0,normal,0,0,0,0,0,0.455
2022-01-01 01:00:00,site_maize,16.71,98.0,0.942,2.0,0.065,1.0,warning,1,0,0,1,0,0.44
2022-01-01 01:15:00,site_maize,15.21,100.0,0.873,1.0,0.256,4.0,warning,1,0,0,1,0,0.413
2022-01-01 01:30:00,site_maize,14.46,99.8,0.916,3.0,0.086,5.0,warning,1,1,0,0,0,0.385
2022-01-01 01:45:00,site_maize,14.7,96.8,0.981,2.0,0.269,3.0,normal,0,0,0,0,0,0.358
2022-01-01 02:00:00,site_maize,14.98,97.6,1.0,4.0,0.299,2.0,normal,0,0,0,0,0,0.33
2022-01-01 02:15:00,site_maize,14.91,99.0,0.854,2.0,0.096,1.0,normal,0,0,0,0,0,0.295
2022-01-01 02:30:00,site_maize,14.56,91.5,0.81,1.0,0.093,1.0,normal,0,0,0,0,0,0.26
2022-01-01 02:45:00,site_maize,14.88,95.1,0.848,3.0,0.133,3.0,normal,0,0,0,0,0,0.225
2022-01-01 03:00:00,site_maize,13.87,100.0,0.866,5.0,0.023,5.0,warning,1,1,0,0,0,0.19
2022-01-01 03:15:00,site_maize,14.59,99.8,0.901,2.0,0.192,2.0,normal,0,0,0,0,0,0.17
2022-01-01 03:30:00,site_maize,13.49,96.8,0.888,2.0,0.841,5.0,warning,1,1,0,0,0,0.15
2022-01-01 03:45:00,site_maize,14.51,100.0,0.895,4.0,0.433,3.0,normal,0,0,0,0,0,0.13
2022-01-01 04:00:00,site_maize,13.87,100.0,0.897,3.0,0.332,2.0,normal,0,0,0,0,0,0.11
2022-01-01 04:15:00,site_maize,12.03,99.7,0.83,726.0,0.217,3.0,normal,0,0,0,0,0,0.098
2022-01-01 04:30:00,site_maize,15.57,95.2,0.899,967.0,0.074,2.0,warning,1,0,0,1,0,0.085
2022-01-01 04:45:00,site_maize,15.58,95.9,0.734,2473.0,0.094,0.0,warning,1,0,0,1,0,0.072
2022-01-01 05:00:00,site_maize,16.34,91.8,0.752,4202.0,0.31,1.0,warning,1,0,0,1,0,0.06
2022-01-01 05:15:00,site_maize,15.95,93.3,0.676,9341.0,0.051,0.0,warning,1,0,0,1,0,0.048
2022-01-01 05:30:00,site_maize,16.44,87.8,0.663,14889.0,0.017,0.0,warning,1,0,0,1,0,0.035
2022-01-01 05:45:00,site_maize,17.73,84.0,0.628,21105.0,0.104,6.0,critical,1,1,0,1,1,0.022
2022-01-01 06:00:00,site_maize,16.4,83.9,0.572,25915.0,0.155,2.0,normal,0,0,0,0,0,0.01
2022-01-01 06:15:00,site_maize,17.64,83.9,0.504,33113.0,0.144,0.0,normal,0,0,0,0,0,0.01
2022-01-01 06:30:00,site_maize,18.24,78.2,0.449,40191.0,0.133,6.0,warning,1,1,0,0,0,0.01
2022-01-01 06:45:00,site_maize,18.55,76.5,0.462,46848.0,0.058,1.0,normal,0,0,0,0,0,0.01
2022-01-01 07:00:00,site_maize,20.66,72.8,0.111,51185.0,0.254,3.0,normal,0,0,0,0,0,0.01
2022-01-01 07:15:00,site_maize,20.22,74.1,0.0,58389.0,0.166,0.0,normal,0,0,0,0,0,0.012
2022-01-01 07:30:00,site_maize,21.14,74.5,0.0,65021.0,0.679,0.0,normal,0,0,0,0,0,0.015
2022-01-01 07:45:00,site_maize,22.64,68.5,0.029,70061.0,0.343,2.0,normal,0,0,0,0,0,0.018
2022-01-01 08:00:00,site_maize,21.23,70.7,0.0,76682.0,0.4,0.0,normal,0,0,0,0,0,0.02
2022-01-01 08:15:00,site_maize,23.97,73.1,0.0,82633.0,0.131,3.0,normal,0,0,0,0,0,0.025
2022-01-01 08:30:00,site_maize,22.11,68.9,0.037,88624.0,0.705,10.0,warning,1,1,0,0,0,0.03
2022-01-01 08:45:00,site_maize,22.76,65.1,0.0,94048.0,0.158,10.0,warning,1,1,0,0,0,0.035
2022-01-01 09:00:00,site_maize,23.21,64.5,0.0,99407.0,0.162,3.0,normal,0,0,0,0,0,0.04
2022-01-01 09:15:00,site_maize,24.7,65.3,0.022,104543.0,0.231,2.0,normal,0,0,0,0,0,0.08
2022-01-01 09:30:00,site_maize,23.94,65.0,0.0,108014.0,0.16,10.0,warning,1,1,0,0,0,0.12
2022-01-01 09:45:00,site_maize,24.38,61.9,0.01,112888.0,0.173,0.0,normal,0,0,0,0,0,0.16
2022-01-01 10:00:00,site_maize,24.98,60.6,0.0,116791.0,0.231,10.0,warning,1,1,0,0,0,0.2
2022-01-01 10:15:00,site_maize,25.24,61.0,0.076,118287.0,0.027,0.0,normal,0,0,0,0,0,0.368
2022-01-01 10:30:00,site_maize,23.84,58.3,0.002,121720.0,0.18,1.0,normal,0,0,0,0,0,0.535
2022-01-01 10:45:00,site_maize,25.53,64.7,0.0,123193.0,0.767,3.0,normal,0,0,0,0,0,0.702
2022-01-01 11:00:00,site_maize,25.97,56.8,0.0,125540.0,0.045,0.0,normal,0,0,0,0,0,0.87
2022-01-01 11:15:00,site_maize,24.09,64.6,0.097,127040.0,0.14,1.0,normal,0,0,0,0,0,0.995
2022-01-01 11:30:00,site_maize,26.6,56.3,0.047,128511.0,0.076,1.0,normal,0,0,0,0,0,1.12
2022-01-01 11:45:00,site_maize,25.87,59.8,0.018,129460.0,0.11,0.0,normal,0,0,0,0,0,1.245
2022-01-01 12:00:00,site_maize,25.97,55.3,0.0,129257.0,0.064,3.0,normal,0,0,0,0,0,1.37
2022-01-01 12:15:00,site_maize,25.03,51.8,0.0,127546.0,0.233,0.0,normal,0,0,0,0,0,1.528
2022-01-01 12:30:00,site_maize,24.92,55.3,0.002,122735.0,0.087,1.0,normal,0,0,0,0,0,1.685
2022-01-01 12:45:00,site_maize,24.28,51.3,0.021,120270.0,0.187,1.0,normal,0,0,0,0,0,1.842
2022-01-01 13:00:00,site_maize,25.23,52.4,0.086,118374.0,0.188,0.0,normal,0,0,0,0,0,2.0
2022-01-01 13:15:00,site_maize,25.55,58.5,0.328,111650.0,0.157,1.0,normal,0,0,0,0,0,2.06
2022-01-01 13:30:00,site_maize,25.29,56.9,0.382,107061.0,0.249,4.0,normal,0,0,0,0,0,2.12
2022-01-01 13:45:00,site_maize,24.97,58.9,0.437,101664.0,0.226,1.0,normal,0,0,0,0,0,2.18
2022-01-01 14:00:00,site_maize,24.26,56.1,0.395,97550.0,0.078,2.0,normal,0,0,0,0,0,2.24
2022-01-01 14:15:00,site_maize,24.25,50.8,0.345,92245.0,0.147,0.0,normal,0,0,0,0,0,2.145
2022-01-01 14:30:00,site_maize,23.84,59.4,0.38,87824.0,0.064,2.0,normal,0,0,0,0,0,2.05
2022-01-01 14:45:00,site_maize,24.0,61.4,0.0,83888.0,0.238,5.0,warning,1,1,0,0,0,1.955
2022-01-01 15:00:00,site_maize,22.81,66.6,0.0,78837.0,0.055,8.0,warning,1,1,0,0,0,1.86
2022-01-01 15:15:00,site_maize,24.2,64.6,0.017,72919.0,0.145,26.0,critical,1,1,1,0,0,1.728
2022-01-01 15:30:00,site_maize,22.85,55.9,0.041,68438.0,0.543,0.0,normal,0,0,0,0,0,1.595
2022-01-01 15:45:00,site_maize,22.25,63.3,0.0,63859.0,0.361,0.0,normal,0,0,0,0,0,1.463
2022-01-01 16:00:00,site_maize,21.75,60.1,0.065,59213.0,0.294,7.0,warning,1,1,0,0,0,1.33
2022-01-01 16:15:00,site_maize,21.86,63.1,0.0,52988.0,0.302,0.0,normal,0,0,0,0,0,1.19
2022-01-01 16:30:00,site_maize,19.16,64.5,0.0,45274.0,0.251,1.0,normal,0,0,0,0,0,1.05
2022-01-01 16:45:00,site_maize,20.35,60.6,0.062,38855.0,0.271,0.0,normal,0,0,0,0,0,0.91
2022-01-01 17:00:00,site_maize,20.78,65.3,0.042,32220.0,0.159,4.0,normal,0,0,0,0,0,0.77
2022-01-01 17:15:00,site_maize,19.06,68.0,0.0,26869.0,0.169,2.0,normal,0,0,0,0,0,0.662
2022-01-01 17:30:00,site_maize,18.95,70.9,0.027,21896.0,0.178,1.0,normal,0,0,0,0,0,0.555
2022-01-01 17:45:00,site_maize,18.28,66.1,0.0,17074.0,0.062,1.0,normal,0,0,0,0,0,0.448
2022-01-01 18:00:00,site_maize,18.59,69.9,0.038,11695.0,0.527,3.0,normal,0,0,0,0,0,0.34
2022-01-01 18:15:00,site_maize,17.29,71.4,0.13,8276.0,0.157,3.0,normal,0,0,0,0,0,0.275
2022-01-01 18:30:00,site_maize,17.53,80.5,0.122,6478.0,0.184,0.0,normal,0,0,0,0,0,0.21
2022-01-01 18:45:00,site_maize,16.2,76.5,0.175,3763.0,0.215,1.0,normal,0,0,0,0,0,0.145
2022-01-01 19:00:00,site_maize,15.14,79.3,0.38,303.0,0.156,0.0,normal,0,0,0,0,0,0.08
2022-01-01 19:15:00,site_maize,15.0,82.4,0.33,1372.0,0.279,3.0,normal,0,0,0,0,0,0.072
2022-01-01 19:30:00,site_maize,14.26,85.3,0.209,172.0,0.176,2.0,normal,0,0,0,0,0,0.065
2022-01-01 19:45:00,site_maize,13.58,83.8,0.357,137.0,0.058,1.0,normal,0,0,0,0,0,0.058
2022-01-01 20:00:00,site_maize,14.91,92.6,0.35,0.0,0.145,0.0,normal,0,0,0,0,0,0.05
2022-01-01 20:15:00,site_maize,14.39,91.4,0.397,2.0,0.115,1.0,normal,0,0,0,0,0,0.075
2022-01-01 20:30:00,site_maize,14.12,89.3,0.416,1.0,0.247,0.0,normal,0,0,0,0,0,0.1
2022-01-01 20:45:00,site_maize,14.37,90.0,0.505,4.0,0.248,1.0,normal,0,0,0,0,0,0.125
2022-01-01 21:00:00,site_maize,12.53,88.6,0.473,5.0,0.271,0.0,normal,0,0,0,0,0,0.15
2022-01-01 21:15:00,site_maize,14.3,96.9,0.338,4.0,0.092,1.0,normal,0,0,0,0,0,0.23
2022-01-01 21:30:00,site_maize,12.58,90.5,0.428,4.0,0.173,1.0,normal,0,0,0,0,0,0.31
2022-01-01 21:45:00,site_maize,14.91,99.9,0.537,5.0,0.04,0.0,normal,0,0,0,0,0,0.39
2022-01-01 22:00:00,site_maize,12.01,95.5,0.724,,0.216,1.0,normal,0,0,0,0,0,0.47
2022-01-01 22:15:00,site_maize,13.74,91.5,0.815,4.0,0.203,0.0,normal,0,0,0,0,0,0.738
2022-01-01 22:30:00,site_maize,13.18,92.2,0.808,4.0,0.218,3.0,normal,0,0,0,0,0,1.005
2022-01-01 22:45:00,site_maize,13.12,98.1,0.79,1.0,0.167,0.0,normal,0,0,0,0,0,1.272
2022-01-01 23:00:00,site_maize,13.51,90.3,0.739,1.0,0.198,1.0,normal,0,0,0,0,0,1.54
2022-01-01 23:15:00,site_maize,13.22,96.1,0.837,0.0,0.239,0.0,normal,0,0,0,0,0,1.83
2022-01-01 23:30:00,site_maize,14.79,95.2,1.0,3.0,0.313,1.0,normal,0,0,0,0,0,2.12
2022-01-01 23:45:00,site_maize,13.09,95.8,1.0,3.0,0.161,3.0,normal,0,0,0,0,0,2.41
2022-01-02 00:00:00,site_maize,13.77,95.7,1.0,1.0,0.169,8.0,warning,1,1,0,0,0,2.7
2022-01-02 00:15:00,site_maize,12.8,98.5,1.0,5.0,0.141,1.0,normal,0,0,0,0,0,2.968
